epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
107,102980,0.75247,0.48874,0.00728,0.66666,0.56355,0.60973,0.43969,1.26896,1.90254,0.01726,0.00110568,0.00036856,0.00110568,0.00036856,0.00110568,0.00036856,0.00110568,0.00036856
108,103994,0.75634,0.495,0.00718,0.67331,0.54598,0.5961,0.42511,1.26141,1.92205,0.01705,0.00108083,0.000360276,0.00108083,0.000360276,0.00108083,0.000360276,0.00108083,0.000360276
109,104962,0.74797,0.48794,0.00718,0.62791,0.57397,0.6028,0.43319,1.27237,1.90049,0.01721,0.00105611,0.000352037,0.00105611,0.000352037,0.00105611,0.000352037,0.00105611,0.000352037
110,105916,0.75814,0.48816,0.00715,0.64223,0.56567,0.60861,0.4372,1.27258,1.9148,0.01723,0.00103153,0.000343844,0.00103153,0.000343844,0.00103153,0.000343844,0.00103153,0.000343844
111,106868,0.75166,0.49174,0.00711,0.66779,0.56477,0.60844,0.43892,1.28177,1.91393,0.01738,0.0010071,0.0003357,0.0010071,0.0003357,0.0010071,0.0003357,0.0010071,0.0003357
112,107810,0.75149,0.49654,0.00716,0.67709,0.55617,0.60802,0.43785,1.26602,1.92251,0.01718,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608
113,108759,0.74273,0.48374,0.00713,0.68747,0.57556,0.61464,0.44323,1.27629,1.91456,0.01731,0.000958709,0.00031957,0.000958709,0.00031957,0.000958709,0.00031957,0.000958709,0.00031957
114,109719,0.75987,0.4851,0.00714,0.74037,0.54288,0.62232,0.44722,1.27884,1.90247,0.01731,0.000934764,0.000311588,0.000934764,0.000311588,0.000934764,0.000311588,0.000934764,0.000311588
115,110654,0.7423,0.48094,0.00723,0.64784,0.58345,0.62228,0.4464,1.28155,1.86997,0.0174,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665
116,111597,0.72605,0.47583,0.00712,0.70434,0.55048,0.61814,0.44458,1.28619,1.93924,0.01754,0.000887412,0.000295804,0.000887412,0.000295804,0.000887412,0.000295804,0.000887412,0.000295804
117,112590,0.73771,0.48144,0.00705,0.69813,0.56794,0.62673,0.45103,1.28976,1.91691,0.01761,0.000864019,0.000288006,0.000864019,0.000288006,0.000864019,0.000288006,0.000864019,0.000288006
118,113543,0.73094,0.47638,0.00701,0.68804,0.57606,0.62459,0.4503,1.29091,1.89333,0.01753,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275
119,114494,0.73588,0.46947,0.00681,0.70442,0.55504,0.61969,0.44359,1.29334,1.89274,0.01762,0.000817835,0.000272612,0.000817835,0.000272612,0.000817835,0.000272612,0.000817835,0.000272612
120,115465,0.72738,0.46117,0.00668,0.7034,0.54297,0.61161,0.43755,1.29383,1.92301,0.01758,0.000795058,0.000265019,0.000795058,0.000265019,0.000795058,0.000265019,0.000795058,0.000265019
121,116416,0.71952,0.48294,0.00702,0.68321,0.5437,0.62019,0.44486,1.28944,1.93254,0.01742,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
122,117394,0.73151,0.47766,0.00711,0.64753,0.58273,0.62637,0.44879,1.28817,1.89278,0.01755,0.000750168,0.000250056,0.000750168,0.000250056,0.000750168,0.000250056,0.000750168,0.000250056
123,118329,0.73292,0.47552,0.00693,0.65379,0.58015,0.6215,0.44574,1.28641,1.89808,0.01747,0.00072807,0.00024269,0.00072807,0.00024269,0.00072807,0.00024269,0.00072807,0.00024269
