epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
124,119281,0.72049,0.46629,0.00702,0.67148,0.55499,0.6229,0.44908,1.28903,1.90262,0.01741,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404
125,120249,0.72011,0.45491,0.00688,0.70442,0.54645,0.62224,0.44746,1.2883,1.91527,0.01745,0.000684599,0.0002282,0.000684599,0.0002282,0.000684599,0.0002282,0.000684599,0.0002282
126,121235,0.72189,0.47076,0.00683,0.69674,0.54694,0.6191,0.44434,1.27982,1.91138,0.01724,0.000663239,0.00022108,0.000663239,0.00022108,0.000663239,0.00022108,0.000663239,0.00022108
127,122176,0.71028,0.44683,0.00677,0.64234,0.58248,0.61405,0.43842,1.28283,1.92891,0.01736,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046
128,123174,0.71739,0.46398,0.00687,0.64166,0.57369,0.61792,0.44324,1.28178,1.9257,0.01733,0.000621305,0.000207102,0.000621305,0.000207102,0.000621305,0.000207102,0.000621305,0.000207102
129,124125,0.71271,0.46542,0.00677,0.65347,0.55967,0.6167,0.44218,1.28638,1.93224,0.01741,0.000600743,0.000200248,0.000600743,0.000200248,0.000600743,0.000200248,0.000600743,0.000200248
130,125091,0.70688,0.44414,0.00677,0.6367,0.56726,0.61199,0.43962,1.28794,1.92568,0.01752,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486
131,126052,0.70634,0.43524,0.00676,0.68058,0.55087,0.61747,0.44402,1.29345,1.93307,0.01755,0.00056046,0.00018682,0.00056046,0.00018682,0.00056046,0.00018682,0.00056046,0.00018682
132,127017,0.71541,0.45583,0.00693,0.72246,0.52152,0.61066,0.4402,1.28532,1.98448,0.01739,0.000540752,0.000180251,0.000540752,0.000180251,0.000540752,0.000180251,0.000540752,0.000180251
133,127953,0.7147,0.45401,0.00679,0.69752,0.54962,0.62081,0.45019,1.27701,1.9679,0.01727,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378
134,128905,0.71566,0.45981,0.00669,0.72075,0.54103,0.62346,0.44988,1.28184,1.92633,0.01738,0.000502232,0.000167411,0.000502232,0.000167411,0.000502232,0.000167411,0.000502232,0.000167411
135,129879,0.70094,0.44569,0.0066,0.6853,0.55581,0.6191,0.4458,1.28737,1.92747,0.01751,0.000483432,0.000161144,0.000483432,0.000161144,0.000483432,0.000161144,0.000483432,0.000161144
136,130820,0.70881,0.44938,0.00685,0.68578,0.5455,0.62133,0.44689,1.27898,1.94584,0.01739,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982
137,131769,0.69903,0.43863,0.00658,0.67084,0.55046,0.61577,0.44527,1.28382,1.97195,0.01742,0.00044678,0.000148927,0.00044678,0.000148927,0.00044678,0.000148927,0.00044678,0.000148927
138,132741,0.70208,0.43984,0.00644,0.68151,0.55684,0.61984,0.44611,1.27493,1.96386,0.01725,0.00042894,0.00014298,0.00042894,0.00014298,0.00042894,0.00014298,0.00042894,0.00014298
139,133701,0.68503,0.43627,0.00667,0.69191,0.55982,0.62308,0.4504,1.27938,1.98362,0.01733,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143
140,134671,0.69968,0.44487,0.0065,0.6779,0.56079,0.62062,0.44751,1.27202,1.97034,0.01722,0.000394256,0.000131419,0.000394256,0.000131419,0.000394256,0.000131419,0.000394256,0.000131419
141,135645,0.69687,0.43958,0.00653,0.64988,0.58352,0.6203,0.44708,1.27673,1.95929,0.0173,0.000377424,0.000125808,0.000377424,0.000125808,0.000377424,0.000125808,0.000377424,0.000125808
142,136602,0.70031,0.44383,0.00664,0.67857,0.56708,0.62161,0.44881,1.27991,1.98202,0.01733,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313
143,137569,0.68538,0.42844,0.00664,0.67879,0.56949,0.62409,0.45349,1.27757,1.97114,0.01733,0.000344804,0.000114935,0.000344804,0.000114935,0.000344804,0.000114935,0.000344804,0.000114935
144,138552,0.68184,0.42973,0.0065,0.69545,0.56173,0.62354,0.45282,1.28229,1.98716,0.01742,0.000329026,0.000109675,0.000329026,0.000109675,0.000329026,0.000109675,0.000329026,0.000109675
145,139549,0.69566,0.42777,0.00652,0.69211,0.57071,0.62382,0.45211,1.27892,1.98484,0.01733,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537
146,140526,0.70206,0.4512,0.00662,0.68445,0.57407,0.6247,0.45329,1.28185,1.99794,0.0174,0.000298559,9.95197e-05,0.000298559,9.95197e-05,0.000298559,9.95197e-05,0.000298559,9.95197e-05
147,141486,0.69248,0.43884,0.00652,0.69866,0.55344,0.62322,0.45107,1.27642,1.98925,0.01722,0.000283879,9.46264e-05,0.000283879,9.46264e-05,0.000283879,9.46264e-05,0.000283879,9.46264e-05
148,142446,0.68792,0.43518,0.00645,0.73277,0.53186,0.62559,0.45216,1.28163,1.99262,0.0173,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05
149,143393,0.68435,0.42865,0.00646,0.6606,0.56904,0.62156,0.44942,1.28321,1.9905,0.01735,0.000255649,8.52162e-05,0.000255649,8.52162e-05,0.000255649,8.52162e-05,0.000255649,8.52162e-05
150,144363,0.67432,0.42625,0.00652,0.66785,0.57301,0.61819,0.44722,1.28196,2.00465,0.01736,0.000242107,8.07022e-05,0.000242107,8.07022e-05,0.000242107,8.07022e-05,0.000242107,8.07022e-05
151,145343,0.67142,0.42176,0.00647,0.66271,0.57823,0.62193,0.45012,1.28559,1.99079,0.01742,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05
152,146327,0.68356,0.43341,0.00651,0.65367,0.57767,0.618,0.44777,1.28756,1.99199,0.01743,0.00021619,7.20632e-05,0.00021619,7.20632e-05,0.00021619,7.20632e-05,0.00021619,7.20632e-05
153,147261,0.67913,0.4254,0.00628,0.6846,0.55366,0.61609,0.44642,1.28435,2.01431,0.01738,0.000203823,6.79409e-05,0.000203823,6.79409e-05,0.000203823,6.79409e-05,0.000203823,6.79409e-05
154,148213,0.68653,0.43097,0.0065,0.68378,0.5632,0.62059,0.45006,1.2812,2.01884,0.01735,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05
155,149144,0.67543,0.4268,0.00641,0.68841,0.55896,0.62042,0.45057,1.28026,1.99987,0.0173,0.000180291,6.00969e-05,0.000180291,6.00969e-05,0.000180291,6.00969e-05,0.000180291,6.00969e-05
156,150118,0.68293,0.42457,0.00636,0.69617,0.55493,0.62034,0.45185,1.27888,1.99163,0.01729,0.000169133,5.63776e-05,0.000169133,5.63776e-05,0.000169133,5.63776e-05,0.000169133,5.63776e-05
157,151073,0.67906,0.43066,0.00642,0.67774,0.56858,0.62038,0.45116,1.28071,1.9953,0.01727,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05
158,152043,0.69252,0.43327,0.00634,0.69739,0.55354,0.62191,0.45297,1.28123,2.00124,0.0173,0.00014805,4.93501e-05,0.00014805,4.93501e-05,0.00014805,4.93501e-05,0.00014805,4.93501e-05
159,153031,0.67198,0.41476,0.00615,0.711,0.54953,0.62296,0.45362,1.284,1.98892,0.01736,0.000138132,4.6044e-05,0.000138132,4.6044e-05,0.000138132,4.6044e-05,0.000138132,4.6044e-05
160,154021,0.67215,0.41218,0.0063,0.67346,0.56918,0.6203,0.44998,1.28201,2.00783,0.01735,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05
161,154987,0.65522,0.41396,0.00652,0.70103,0.55699,0.62196,0.45234,1.28173,2.00567,0.01735,0.000119556,3.98522e-05,0.000119556,3.98522e-05,0.000119556,3.98522e-05,0.000119556,3.98522e-05
162,155928,0.67894,0.42259,0.0063,0.70467,0.55665,0.62109,0.45246,1.28107,2.00011,0.01733,0.000110905,3.69683e-05,0.000110905,3.69683e-05,0.000110905,3.69683e-05,0.000110905,3.69683e-05
163,156869,0.6635,0.40848,0.00644,0.71503,0.55645,0.61968,0.45092,1.28277,2.00223,0.01731,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05
164,157834,0.67622,0.41937,0.00629,0.68712,0.56045,0.61844,0.44913,1.28582,2.00737,0.01741,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05
165,158825,0.66674,0.41894,0.00635,0.69417,0.56136,0.62165,0.45111,1.28615,2.00522,0.01738,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05
166,159801,0.67643,0.42857,0.00639,0.71149,0.55312,0.62175,0.45156,1.28092,2.00157,0.01727,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05
167,160777,0.66519,0.41329,0.00639,0.71587,0.55129,0.62337,0.45393,1.27934,2.00387,0.01728,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05
168,161730,0.66791,0.42665,0.00646,0.72093,0.55413,0.62445,0.45374,1.28365,1.98717,0.01733,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05
169,162689,0.6713,0.41693,0.00637,0.70359,0.55782,0.62392,0.45301,1.28209,1.99128,0.01729,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05
170,163644,0.67329,0.4278,0.00638,0.71144,0.55118,0.62073,0.45179,1.28209,1.99382,0.01733,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05
171,164627,0.59891,0.28265,0.00625,0.72912,0.53244,0.61797,0.44245,1.29804,1.99612,0.01763,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05
172,165588,0.59502,0.28018,0.00611,0.67712,0.56461,0.61415,0.43667,1.30778,1.99742,0.01787,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05
173,166525,0.59354,0.27495,0.006,0.68547,0.56251,0.61284,0.43207,1.30962,1.99785,0.01788,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05
174,167492,0.58911,0.27422,0.00599,0.67271,0.56703,0.61313,0.43316,1.30629,1.99847,0.01786,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05
175,168442,0.58139,0.27163,0.00582,0.70445,0.55348,0.61447,0.43465,1.30641,1.99873,0.01785,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05
176,169407,0.59011,0.28034,0.006,0.70224,0.55591,0.61506,0.43465,1.30476,1.99077,0.01786,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05
177,170366,0.58121,0.27344,0.00581,0.68422,0.56369,0.61524,0.43517,1.30491,1.98931,0.01782,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05
178,171314,0.57938,0.26757,0.0057,0.70289,0.55637,0.61504,0.43384,1.304,1.98259,0.01783,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05
179,172272,0.58311,0.26912,0.00591,0.6966,0.55763,0.61516,0.43442,1.30329,1.97863,0.01778,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05
180,173235,0.57299,0.26553,0.00574,0.68258,0.56322,0.61436,0.43467,1.3013,1.98275,0.01774,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05
