epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,6382.75,0.87197,0.59067,0.00835,0.66201,0.56574,0.60823,0.4381,1.28137,1.81414,0.01738,0.000663239,0.00022108,0.000663239,0.00022108,0.000663239,0.00022108,0.000663239,0.00022108
127,6432.89,0.8629,0.56994,0.00839,0.67438,0.56007,0.61058,0.43935,1.28026,1.7927,0.01741,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046
128,6483.69,0.86549,0.58272,0.00835,0.66244,0.55784,0.60799,0.43294,1.28372,1.82291,0.01746,0.000621305,0.000207102,0.000621305,0.000207102,0.000621305,0.000207102,0.000621305,0.000207102
129,6534.49,0.86134,0.58164,0.00826,0.63314,0.58472,0.60882,0.43234,1.28915,1.80394,0.01762,0.000600743,0.000200248,0.000600743,0.000200248,0.000600743,0.000200248,0.000600743,0.000200248
130,6584.64,0.86454,0.56225,0.00836,0.67688,0.54974,0.60969,0.43539,1.27707,1.82642,0.01735,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486
131,6634.74,0.85459,0.56227,0.00828,0.68662,0.54652,0.60679,0.43477,1.27647,1.81668,0.01728,0.00056046,0.00018682,0.00056046,0.00018682,0.00056046,0.00018682,0.00056046,0.00018682
132,6684.6,0.86826,0.58538,0.00846,0.65735,0.55772,0.60813,0.43873,1.27901,1.84056,0.01737,0.000540752,0.000180251,0.000540752,0.000180251,0.000540752,0.000180251,0.000540752,0.000180251
133,6735.11,0.87058,0.58144,0.00832,0.64097,0.55669,0.60066,0.43256,1.27089,1.8703,0.01723,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378
134,6785.92,0.8728,0.58197,0.00821,0.65521,0.55488,0.60623,0.43667,1.27225,1.84978,0.01721,0.000502232,0.000167411,0.000502232,0.000167411,0.000502232,0.000167411,0.000502232,0.000167411
135,6836.13,0.85495,0.566,0.00815,0.65472,0.56651,0.61079,0.43899,1.27965,1.82245,0.01735,0.000483432,0.000161144,0.000483432,0.000161144,0.000483432,0.000161144,0.000483432,0.000161144
136,6885.87,0.8617,0.57969,0.00847,0.66932,0.54715,0.60958,0.43885,1.27686,1.83052,0.01735,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982
137,6935.76,0.85821,0.56846,0.00816,0.6516,0.55925,0.60823,0.43675,1.27618,1.86832,0.0173,0.00044678,0.000148927,0.00044678,0.000148927,0.00044678,0.000148927,0.00044678,0.000148927
138,6986.41,0.85326,0.57188,0.00792,0.67136,0.55294,0.60863,0.4381,1.27979,1.83551,0.01734,0.00042894,0.00014298,0.00042894,0.00014298,0.00042894,0.00014298,0.00042894,0.00014298
139,7036.94,0.83712,0.55655,0.00829,0.69427,0.5301,0.60712,0.43755,1.27715,1.86743,0.01733,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143
140,7087.11,0.84977,0.5595,0.00803,0.67661,0.54584,0.60855,0.43826,1.28043,1.83263,0.01746,0.000394256,0.000131419,0.000394256,0.000131419,0.000394256,0.000131419,0.000394256,0.000131419
141,7137.31,0.85056,0.56093,0.00802,0.6719,0.55129,0.6056,0.43798,1.27187,1.84941,0.0172,0.000377424,0.000125808,0.000377424,0.000125808,0.000377424,0.000125808,0.000377424,0.000125808
142,7187.22,0.85862,0.56964,0.00827,0.7021,0.52509,0.60758,0.43706,1.26927,1.88411,0.01717,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313
143,7237.58,0.83737,0.55177,0.00823,0.65863,0.55409,0.60919,0.43872,1.27289,1.8596,0.01723,0.000344804,0.000114935,0.000344804,0.000114935,0.000344804,0.000114935,0.000344804,0.000114935
144,7287.89,0.82833,0.55705,0.00796,0.69193,0.53917,0.6116,0.44129,1.27356,1.85346,0.01729,0.000329026,0.000109675,0.000329026,0.000109675,0.000329026,0.000109675,0.000329026,0.000109675
145,7338.26,0.8499,0.55528,0.00798,0.61317,0.58595,0.60995,0.44025,1.27579,1.83789,0.0174,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537
146,7388.34,0.86411,0.57846,0.00827,0.62964,0.57443,0.60729,0.4386,1.26797,1.87508,0.01726,0.000298559,9.95197e-05,0.000298559,9.95197e-05,0.000298559,9.95197e-05,0.000298559,9.95197e-05
147,7438.99,0.8507,0.55528,0.00812,0.65444,0.56349,0.60966,0.43638,1.27398,1.87528,0.01729,0.000283879,9.46264e-05,0.000283879,9.46264e-05,0.000283879,9.46264e-05,0.000283879,9.46264e-05
148,7489.52,0.84299,0.55481,0.008,0.64874,0.57169,0.61193,0.44195,1.27323,1.87618,0.01729,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05
149,7539.68,0.84018,0.55448,0.00803,0.66659,0.56487,0.61562,0.44238,1.27399,1.85175,0.01726,0.000255649,8.52162e-05,0.000255649,8.52162e-05,0.000255649,8.52162e-05,0.000255649,8.52162e-05
150,7589.89,0.82988,0.54055,0.00804,0.64749,0.56974,0.61501,0.44185,1.26966,1.86891,0.01717,0.000242107,8.07022e-05,0.000242107,8.07022e-05,0.000242107,8.07022e-05,0.000242107,8.07022e-05
151,7639.65,0.83229,0.54106,0.00814,0.65306,0.56297,0.61416,0.44273,1.27545,1.84573,0.01734,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05
152,7690.37,0.84271,0.55286,0.00804,0.62855,0.57588,0.61578,0.44484,1.27173,1.86263,0.01729,0.00021619,7.20632e-05,0.00021619,7.20632e-05,0.00021619,7.20632e-05,0.00021619,7.20632e-05
153,7740.91,0.83238,0.54822,0.00791,0.65342,0.55595,0.61274,0.43982,1.27315,1.87219,0.01733,0.000203823,6.79409e-05,0.000203823,6.79409e-05,0.000203823,6.79409e-05,0.000203823,6.79409e-05
154,7791.23,0.84463,0.55127,0.00811,0.67447,0.55478,0.61124,0.43912,1.27265,1.87351,0.01724,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05
155,7841.16,0.83022,0.54196,0.00795,0.64958,0.55903,0.61081,0.43907,1.271,1.86842,0.01719,0.000180291,6.00969e-05,0.000180291,6.00969e-05,0.000180291,6.00969e-05,0.000180291,6.00969e-05
156,7890.71,0.84138,0.54468,0.00799,0.65716,0.56584,0.61334,0.44072,1.27377,1.86342,0.01722,0.000169133,5.63776e-05,0.000169133,5.63776e-05,0.000169133,5.63776e-05,0.000169133,5.63776e-05
157,7941.15,0.82855,0.54883,0.00792,0.65683,0.56099,0.61068,0.43941,1.27038,1.8815,0.01716,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05
158,7992.17,0.84905,0.5512,0.00784,0.65754,0.56222,0.61274,0.44121,1.27144,1.87765,0.01718,0.00014805,4.93501e-05,0.00014805,4.93501e-05,0.00014805,4.93501e-05,0.00014805,4.93501e-05
159,8042.53,0.8251,0.52985,0.00766,0.66119,0.55546,0.61393,0.44236,1.27188,1.88072,0.01718,0.000138132,4.6044e-05,0.000138132,4.6044e-05,0.000138132,4.6044e-05,0.000138132,4.6044e-05
160,8092.23,0.82509,0.53645,0.00785,0.65768,0.56586,0.61207,0.44057,1.26843,1.889,0.01713,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05
161,8141.86,0.81039,0.5352,0.00815,0.64384,0.57187,0.61449,0.44314,1.27018,1.8845,0.01719,0.000119556,3.98522e-05,0.000119556,3.98522e-05,0.000119556,3.98522e-05,0.000119556,3.98522e-05
162,8191.24,0.83411,0.53838,0.00789,0.64689,0.56851,0.61312,0.4413,1.27041,1.88666,0.01721,0.000110905,3.69683e-05,0.000110905,3.69683e-05,0.000110905,3.69683e-05,0.000110905,3.69683e-05
163,8241.57,0.82148,0.53343,0.0081,0.6588,0.56534,0.61057,0.43937,1.27028,1.88733,0.01715,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05
164,8291.8,0.83836,0.54006,0.0079,0.66288,0.56695,0.61064,0.44051,1.2682,1.89536,0.01713,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05,9.48874e-05,3.16291e-05
165,8342.37,0.82514,0.53884,0.00799,0.66092,0.56532,0.61019,0.44006,1.2735,1.88165,0.01721,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05,8.75264e-05,2.91755e-05
166,8392.87,0.83953,0.5525,0.00807,0.65044,0.56996,0.61221,0.44323,1.2671,1.88883,0.01709,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05
167,8443.09,0.82216,0.52831,0.00799,0.65139,0.56887,0.61302,0.44304,1.26891,1.89054,0.01716,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05,7.41108e-05,2.47036e-05
168,8493.97,0.82934,0.55099,0.00815,0.651,0.57151,0.61473,0.44448,1.27036,1.88415,0.01715,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05,6.80605e-05,2.26868e-05
169,8544.66,0.82197,0.53979,0.00788,0.65871,0.56224,0.61087,0.44032,1.27114,1.88476,0.01718,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05
170,8595.02,0.83497,0.55048,0.008,0.65226,0.56419,0.61126,0.44072,1.27328,1.87979,0.01723,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05,5.72836e-05,1.90945e-05
171,8688.29,0.76809,0.38392,0.00816,0.66241,0.55609,0.60684,0.43448,1.28724,1.87741,0.01766,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05,5.25605e-05,1.75202e-05
172,8737.57,0.7684,0.39681,0.00818,0.67883,0.54851,0.60498,0.42914,1.29427,1.88496,0.01772,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05
173,8787.31,0.76225,0.37313,0.00794,0.67353,0.54804,0.60302,0.42729,1.29717,1.87182,0.01776,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05,4.44519e-05,1.48173e-05
174,8836.73,0.76215,0.37991,0.00802,0.67574,0.55371,0.60662,0.42797,1.29845,1.85796,0.01776,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05,4.1069e-05,1.36897e-05
175,8887.3,0.75677,0.37734,0.00777,0.678,0.55083,0.60633,0.42888,1.29761,1.85203,0.01774,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05
176,8937.78,0.75785,0.3779,0.0079,0.67138,0.55406,0.60913,0.4314,1.29637,1.84325,0.01774,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05,3.56509e-05,1.18836e-05
177,8987.75,0.75468,0.37793,0.00786,0.68384,0.54932,0.60899,0.43128,1.29682,1.83964,0.01775,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05,3.36174e-05,1.12058e-05
178,9037.62,0.74889,0.37063,0.00767,0.66796,0.55233,0.60836,0.43032,1.29471,1.83954,0.01771,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05
179,9087.13,0.75491,0.36877,0.00799,0.68003,0.54823,0.60976,0.43199,1.29609,1.83332,0.01775,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05,3.09046e-05,1.03015e-05
180,9137.46,0.74446,0.36115,0.00768,0.68431,0.54777,0.60955,0.43101,1.2967,1.84028,0.01777,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05,3.02262e-05,1.00754e-05
