epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
112,5676.82,0.89763,0.61904,0.00867,0.65155,0.56742,0.60998,0.43511,1.27557,1.80118,0.01728,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608
113,5726.85,0.89309,0.60028,0.00863,0.67914,0.54684,0.60658,0.43471,1.26858,1.81637,0.01713,0.000958709,0.00031957,0.000958709,0.00031957,0.000958709,0.00031957,0.000958709,0.00031957
114,5777.79,0.90744,0.60979,0.00868,0.65592,0.55489,0.6108,0.43838,1.27117,1.80461,0.01717,0.000934764,0.000311588,0.000934764,0.000311588,0.000934764,0.000311588,0.000934764,0.000311588
115,5828.67,0.89028,0.60384,0.00873,0.66845,0.55138,0.60975,0.43626,1.273,1.80765,0.01725,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665
116,5879.19,0.87411,0.5897,0.00868,0.68215,0.54984,0.60997,0.43705,1.26926,1.82191,0.01706,0.000887412,0.000295804,0.000887412,0.000295804,0.000887412,0.000295804,0.000887412,0.000295804
117,5929.15,0.89363,0.60986,0.00867,0.67927,0.54521,0.60822,0.43457,1.28051,1.8143,0.01738,0.000864019,0.000288006,0.000864019,0.000288006,0.000864019,0.000288006,0.000864019,0.000288006
118,5979.23,0.88156,0.5943,0.00848,0.63502,0.57641,0.60814,0.44057,1.26948,1.81811,0.01708,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275
119,6028.95,0.88521,0.59358,0.00834,0.68315,0.55527,0.59939,0.43052,1.27333,1.85423,0.01728,0.000817835,0.000272612,0.000817835,0.000272612,0.000817835,0.000272612,0.000817835,0.000272612
120,6079.59,0.88058,0.58337,0.0082,0.68458,0.54955,0.60433,0.43372,1.27633,1.82927,0.01726,0.000795058,0.000265019,0.000795058,0.000265019,0.000795058,0.000265019,0.000795058,0.000265019
121,6130.05,0.8684,0.59621,0.00856,0.67223,0.55512,0.60213,0.43566,1.27637,1.85315,0.01733,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
122,6180.15,0.876,0.59998,0.00863,0.67222,0.55744,0.60345,0.43394,1.27849,1.81316,0.01737,0.000750168,0.000250056,0.000750168,0.000250056,0.000750168,0.000250056,0.000750168,0.000250056
123,6230.2,0.88585,0.59761,0.00845,0.69858,0.55322,0.6121,0.44118,1.2732,1.77731,0.01731,0.00072807,0.00024269,0.00072807,0.00024269,0.00072807,0.00024269,0.00072807,0.00024269
124,6280.24,0.87415,0.57801,0.00864,0.67249,0.56112,0.60634,0.43673,1.28654,1.81001,0.01745,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404
125,6331.84,0.87047,0.57403,0.00844,0.68256,0.54818,0.60303,0.43513,1.27671,1.81691,0.01737,0.000684599,0.0002282,0.000684599,0.0002282,0.000684599,0.0002282,0.000684599,0.0002282
